UEI,Start Date,End Date,Duration(Days),Main Cause,Location,Districts,State,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage ,Event Source,Event Souce ID,year
UEI-IMD-FL-2015-0067,2015-06-23,2015-06-23,0,Heavy rains,,a) Pune b) Nagpur ,MAHARASHTRA,,,,,6.0,,,,3 persons died due to landslide on Pune Express way. 3 persons died in Nagpur,i) Several areas inundated. ii) Normal life paralyzed,IMD,,2015
UEI-IMD-FL-2015-0068,2015-07-20,2015-07-20,0,Heavy rains,,Pune,MAHARASHTRA,,,,,2.0,3.0,,,2 persons died & 3 other injured due to landslide on car on Pune Express way,,IMD,,2015
UEI-IMD-FL-2015-0069,2015-07-28,2015-07-28,0,Heavy rains,,Mumbai,MAHARASHTRA,,,,,4.0,,,,4 persons died at Vakola Santacruz,,IMD,,2015
UEI-IMD-FL-2015-0070,2015-07-29,2015-07-29,0,Heavy rains,,"Mumbai, Mumbai Suburban, Thane ",MAHARASHTRA,,,,,9.0,10.0,,,9 persons died & 10 injured.,,IMD,,2015
UEI-IMD-FL-2015-0071,2015-06-08,2015-08-14,67,Heavy rains,,"Akola, Amravati, Chandrapur, Nagpur, Wardha ",MAHARASHTRA,,,,,8.0,1.0,,,7 persons died & one cyclist swept away in Nagpur . One teenage injured due to wall collapsed in Chandrapur Dist.,"i) Wide spread damage to crops reported.  ii) Damage to many houses reported. iii) Thousands of people affected. iv) Water logging in at most places including Railway Station, Bus stand & over bridge.  v) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply.",IMD,,2015
UEI-IMD-FL-2015-0072,2015-06-17,2015-06-17,0,Heavy rains,,Parts of Meghalaya ,MEGHALAYA,,,,,5.0,,,,5 persons died,,IMD,,2015
UEI-IMD-FL-2015-0073,2015-01-08,2015-01-08,0,Heavy rains,,Keonjhar,ODISHA,,,,,1.0,,,,One person died. ,,IMD,,2015
UEI-IMD-FL-2015-0074,2015-02-08,2015-02-08,0,Heavy rains,,"Angul, Keonjhar ",ODISHA,,,,,5.0,,,,5 persons drowned,,IMD,,2015
UEI-IMD-FL-2015-0075,2015-09-14,2015-09-16,2,Heavy rains & Flood,,"Koraput, Nabarangpur , Kalahandi, Kandhamal, Malkangiri",ODISHA,,,,,4.0,,,,4 persons died. ,4 persons died. ,IMD,,2015
UEI-IMD-FL-2015-0076,2015-01-06,2015-09-30,267,Heavy rains,,"Amritsar, Bhatinda, Barmala, Firozpur, Fazilka,  Jalandhar, Moga, Pathankot, Roopnagar, Sangrur, Sri Mukatsar Sahib, Taran-Taran ",PUNJAB,,,,,11.0,,,14.0,11 people died &14 cattle heads perished ,"Damage to 70894 acres of crops of estimated value of Rs. 55 crore reported. ii) 31,754 populations affected. iii) Loss of estimated cost Rs.46,78,900/- reported as 226 houses damaged. ",IMD,,2015
UEI-IMD-FL-2015-0077,2015-03-14,2015-03-15,1,Heavy rains,,26 districts of Rajasthan,RAJASTHAN,,,,,15.0,,,1381.0,15 persons died & 1381 livestock perished. ,"Extensive damage to Wheat, Gram, Masur, Mustard etc, Rabbi crops & all types of vegetables (near about 50 to 70%) for all districts reported. ii) Damage to 4964 houses reported. ",IMD,,2015
UEI-IMD-FL-2015-0078,2015-07-22,2015-07-31,9,Heavy rains,,"Ajmer, Barmer, Bhilwara, Bikaner, Dholpur, Jalore, Jhalawar, Nagaur, Pali, Sirohi ",RAJASTHAN,,,,,20.0,,,50.0,20 people died & 50 cattleheads perished,Damage to 50 house in manohar Thana Tehsil of Jhalwar district reported.,IMD,,2015
UEI-IMD-FL-2015-0079,2015-01-08,2015-05-08,120,Heavy rains,,Parts of Rajasthan ,RAJASTHAN,,,,,41.0,,,,41 persons died,"i) Damage to Wheat, Gram, Masur, Mustard etc, Rabbi crops & all types of vegetables reported. ii) Damage to several houses reported.",IMD,,2015
UEI-IMD-FL-2015-0080,2015-08-16,2015-08-16,0,Heavy rains,,Pali,RAJASTHAN,,,,,2.0,,,,2 persons died. ,,IMD,,2015
UEI-IMD-FL-2015-0081,2015-01-07,2015-01-07,0,Heavy rains,,Parts of Sikkim ,SIKKIM,,,,,18.0,,,,18 persons died due to landslide,Landslide,IMD,,2015
UEI-IMD-FL-2015-0082,2015-05-07,2015-05-07,0,Heavy rains,,Parts of Sikkim ,SIKKIM,,,,,41.0,,,,41 persons died due to landslide,Massive landslide. ,IMD,,2015
UEI-IMD-FL-2015-0083,2015-12-04,2015-12-04,0,Heavy rains,,Virudhnagar,TAMIL NADU,,,,,,,,,,"Damage to 30,000 tons of Mangoes reported",IMD,,2015
UEI-IMD-FL-2015-0084,2015-04-21,2015-04-21,0,Heavy rains,,Thiruvarur,TAMIL NADU,,,,,1.0,1.0,,,One person died & one injured due to wall collapse,,IMD,,2015
UEI-IMD-FL-2015-0085,2015-04-25,2015-04-25,0,Heavy rains,,Vellore,TAMIL NADU,,,,,3.0,,,,3 persons died,,IMD,,2015
UEI-IMD-FL-2015-0086,2015-05-14,2015-05-14,0,Heavy rains,,Coimbatore and Pudukkottai,TAMIL NADU,,,,,,,,, 3 persons died due to house collapse,,IMD,,2015
UEI-IMD-FL-2015-0087,2015-05-17,2015-05-19,2,Heavy rains,,"Thiruvallur, Virudhnagar",TAMIL NADU,,,,,11.0,,,,8 persons died & 3 children washed away,,IMD,,2015
UEI-IMD-FL-2015-0088,2015-06-17,2015-06-17,0,Heavy rains,,Chennai,TAMIL NADU,,,,,1.0,,,,One person died due to wall collapse.,,IMD,,2015
UEI-IMD-FL-2015-0089,2015-06-21,2015-06-21,0,Heavy rains,,Niligiris,TAMIL NADU,,,,,1.0,,,,One person died,,IMD,,2015
UEI-IMD-FL-2015-0090,2015-07-17,2015-07-17,0,Heavy rains,,Chennai,TAMIL NADU,,,,,1.0,,,,One person died due to wall collapse,,IMD,,2015
UEI-IMD-FL-2015-0091,2015-09-11,2015-09-11,0,Heavy rains,,Most Parts of Tamil Nadu,TAMIL NADU,,,,,13.0,,,,13 persons died in different incidences,i) 2000 acres of Paddy fields submerged ii) Damage to 900 acres of Banana crops reported. iii) Power generation stopped as the mines flooded in Cuddalore Dist. iv) Damage to 45 thatched houses reported,IMD,,2015
UEI-IMD-FL-2015-0092,2015-11-11,2015-11-13,2,Heavy rains,,"Chennai, Cuddalore, Dharampuri, Erode, Niligiris, Thiruvallur, Toothukudi, Villupuram",TAMIL NADU,,,,,25.0,,,,25 persons died in different incidences.,i) Damage to more than 28 houses reported. ii) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supp,IMD,,2015
UEI-IMD-FL-2015-0093,2015-11-18,2015-11-22,4,Heavy rains,,"Chennai, Cuddalore, Kanchipuram, Kanyakumari, Krishnagiri, Nagapattinam, Pudukottai, Tiruneveli, Tiruvannamalai, Thiruvarur, Toothukudi, Villupuram",TAMIL NADU,,,,,47.0,,,240.0,"Total 47 persons died. Chennai -7, Cuddalore-16, Kanchipuram - 4, Kanyakumari - 2, Krishnagiri - 2, Nagapattinam - 3, PudukottaiÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œ1, Tiruneveli - 1, Tiruvannamalai - 2, Thiruvarur-1,Toothukudi - 1, Villupuram ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œ 7 & 240 cattle heads perished",i) 2000 hectares of Paddy crops submerged. ii) Damage to several houses reported. iii) Several trees / electric poles uprooted causing disruption in vehicular traffic & power supply,IMD,,2015
UEI-IMD-FL-2015-0094,2015-11-23,2015-11-23,0,Heavy rains,,Most Parts of Tamil Nadu,TAMIL NADU,,,,,50.0,,,,50 persons died.,i) Damage to 300 houses reported. ii) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply,IMD,,2015
UEI-IMD-FL-2015-0095,2015-11-28,2015-11-30,2,Heavy rains & Floods (Adyar river),,"Chennai, Villupuram",TAMIL NADU,,,,,32.0,,,,32 persons died,i) Extensive damage to 2800 hectares of Paddy field reported. ii) Damage to several houses reported. iii) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply,IMD,,2015
UEI-IMD-FL-2015-0096,2015-01-12,2015-03-12,59,Heavy rains,,Most Parts of Tamil Nadu,TAMIL NADU,,,,,17.0,,,,17 persons died,i) Damage to crops reported. ii) Damage to many houses reported. iii) Several trees / electric poles uprooted causing disruption in vehicular traffic & power supply,IMD,,2015
UEI-IMD-FL-2015-0097,2015-08-12,2015-11-12,92,Heavy rains,,Most Parts of Tamil Nadu,TAMIL NADU,,,,,30.0,,,1210.0,30 persons died. 1210 cattle heads perished.,"i) Extensive damage to 25 hectares of Paddy crops reported. ii) 20,000 hectares of Cotton plants submerged. iii) Damage to 5631 huts fully & 331 huts partially reported. iv) Damage to around 25 lakh vehicles reported",IMD,,2015
UEI-IMD-FL-2015-0098,2015-06-04,2015-12-04,183,Heavy rains,,"Adilabad, Karimnagar, Khammam, Mahbubnagar, Medak, Nalgonda, Nizamabad, Rangareddy and Waranga",TELANGANA,,,,,5.0,,,91.0,5 persons died & 91 cattleheads perished.,i) Damage to 40131.88 hectares of Agricultual crops & 35175.2 hectares of Horticulture crops reported. ii) Damage to about 286 houses reported,IMD,,2015
UEI-IMD-FL-2015-0099,2015-04-04,2015-04-04,0,Heavy rains,,"Barabanki, Mainpuri, Sitapur",UTTAR PRADESH,,,,,12.0,,,,12 persons died.,i) Damage to crops reported. ii) Damage to several houses reported.,IMD,,2015
UEI-IMD-FL-2015-0100,2015-11-07,2015-12-07,30,Heavy rains,,"Bareilly, Budaun, Bulandshahar, Etah, Etawah, Farrukhabad, Hamirpur, Sitapur, Shahjahanpur, Unnao (U.P",UTTAR PRADESH,,,,,15.0,,,,15 persons died,i) Damage to crops reported. ii) Damage to many houses reported,IMD,,2015
UEI-IMD-FL-2015-0101,2015-10-28,2015-10-28,0,Heavy rains,,West U.P,UTTAR PRADESH,,,,,2.0,,,,2 persons died & several injured,i) Damage to crops reported. ii) Damage to few houses reported.,IMD,,2015
UEI-IMD-FL-2015-0102,2015-01-12,2015-01-12,0,Heavy rains,,South-west Uttar Pradesh,UTTAR PRADESH,,,,,5.0,,,,5 persons died & many injured,i) Damage to crops reported. ii) Damage to several houses reported,IMD,,2015
UEI-IMD-FL-2015-0103,2015-07-26,2015-07-26,0,Heavy rains,,Parts of Uttarakhand,UTTARAKHAND,,,,,1.0,,,,One person died,,IMD,,2015
UEI-IMD-FL-2015-0104,2015-01-07,2015-10-07,273,Heavy rains,,"Darjeeling, Kolkata",WEST BENGAL,,,,,39.0,8.0,,,39 persons died & 8 others missing,i) Damage to crops reported. ii) Damage to several houses reported. iii) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply,IMD,,2015
UEI-IMD-FL-2015-0105,2015-07-20,2015-07-24,4,Heavy rains,,"South 24 Paraganas, South Dinajpur",WEST BENGAL,,,,,5.0,,,,5 persons died,i) Damage to crops reported. ii) Damage to several houses reported.,IMD,,2015
UEI-IMD-FL-2015-0106,2015-02-12,2015-02-12,0,Heavy rains,,Puducherry,PUDUCHERRY,,,,,2.0,,,,2 persons died,,IMD,,2015
UEI-IMD-FL-2016-0001,2016-07-14,2016-07-14,0,Heavy rains,,East Godavari,ANDHRA PRADESH,,,,,,,,,,"i) Coconut Grooves, Banana plantations & Paddy fields submerged in 10 mandals of Konaseema & 6 mandals of Amalapuram. ii) People from 25 major villages affected. ",IMD,,2016
UEI-IMD-FL-2016-0002,2016-09-15,2016-09-16,1,Flash flood,,Visakhapatnam,ANDHRA PRADESH,,,,,3.0,,,,3 persons washed away,,IMD,,2016
UEI-IMD-FL-2016-0003,2016-01-09,2016-09-30,265,Heavy rains & floods,,"Guntur, Kurnool, Visakhapatnam, Vizianagaram ",ANDHRA PRADESH,,,,,20.0,429.0,,39562.0,"Total 20 persons died &  429 others injured. 39,562  birds perished. Guntur - 7, Kurnool -2, Visakhapatnam - 9, Vizianagaram ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ 2. ","i) Damage to 49,035 hectares of crops reported. ii) Damage to 16807 houses, 17 school buildings & 48 Panchayat Raj buildings  reported. iii) Damage to 46 boats reported. iv) Damage to roads reported. v) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply. ",IMD,,2016
UEI-IMD-FL-2016-0004,2016-04-22,2016-04-22,0,Heavy rains (Massive landslide),,Tawang ,ARUNACHAL PRADESH,,,,,17.0,,,,17 Person died,Damage to several dwelling houses reported,IMD,,2016
UEI-IMD-FL-2016-0005,2016-04-24,2016-04-27,3,Heavy rains,,Chanlang,ARUNACHAL PRADESH,,,,,,,,,,80 families rendered homeless.,IMD,,2016
UEI-IMD-FL-2016-0006,2016-01-07,2016-01-07,0,Massive landslide,,West Kameng ,ARUNACHAL PRADESH,,,,,10.0,5.0,,,10 persons died & 5 others injured. ,Damage to 4 houses completely & 9 buildings partially reported.,IMD,,2016
UEI-IMD-FL-2016-0007,2016-05-08,2016-05-08,0,Heavy rains (Landslide),,Tawang ,ARUNACHAL PRADESH,,,,,3.0,,,,3 persons died. ,8 houses collapsed. ,IMD,,2016
UEI-IMD-FL-2016-0008,2016-11-09,2016-12-09,30,Heavy rains & Flood in Sigin river,,Upper Subansiri ,ARUNACHAL PRADESH,,,,,,,,,,i) Damage to huge quantity of standing crops reported. ii) The entire town Daporijo inundated. iii) Commodity of Daporijo market damaged. ,IMD,,2016
UEI-IMD-FL-2016-0009,2016-04-21,2016-04-21,0,Flood (Janji river),,Jorhat,ASSAM,,,,,,,,,,i) Extensive damage to huge amount of standing crops reported. ii) At least 15 villages inundated. ,IMD,,2016
UEI-IMD-FL-2016-0010,2016-04-24,2016-04-27,3,Flood  ( Brahmaputra  and tributaries),,"Cachar, Charaideo,  Dhubri, Dibrugarh, Jorhat, Lakhimpur, Sivsagar",ASSAM,,,,,8.0,,,,8 persons died,"i) About 86,905 people of 7 districts affected. ii) Damage to cropland of area 5009 hectares reported. ",IMD,,2016
UEI-IMD-FL-2016-0011,2016-05-17,2016-05-17,0,Landslide,,"Halkandi, Karimganj ",ASSAM,,,,,11.0,4.0,,,"Total 11 persons died. 5 persons died, 4 injured in Halkandi district  & 6 persons died in Karimganj district",Landslide reported. ,IMD,,2016
UEI-IMD-FL-2016-0012,2016-05-18,2016-05-18,0,Flood (Kapili river),,Nagaon,ASSAM,,,,,,,,,,i) Huge cropland submerged. ii) More than 20 villages inundated. ,IMD,,2016
UEI-IMD-FL-2016-0013,2016-06-19,2016-06-25,6,Flood  ( Brahmaputra and tributaries),,"Baska, Barpeta, Dhemaji, Lakhimpur, Sonitpur ",ASSAM,,,,,,,,,,"i) About 26,111 population of 68 villages affected.  ii) Damage to cropland of area 3598.86 hectares reported.   ",IMD,,2016
UEI-IMD-FL-2016-0014,2016-03-07,2016-07-07,122,Flood  ( Brahmaputra and tributaries),,"Barpeta, Golaghat, Jorhat, Kamrup (M), Lakhimpur, Marigaon, Nagaon, Sonitpur ",ASSAM,,,,,2.0,6.0,,,2 persons died & 6 others injured due to landslide in Kamrup (M) Dist. on 7th Jul. ,"i) About 1,52,977 population of 294 villages in 8 districts affected.  ii) Crop land of area 26.86 hectares affected. ",IMD,,2016
UEI-IMD-FL-2016-0015,2016-07-07,2016-07-07,0,Heavy rain,,Guwahati,ASSAM,,,,,2.0,2.0,,,2 youths died & 2 others injured due to wall collapse at 11th Mile area at Jorabat near Guwahati,Vehicular traffic badly affected due to water logging. ,IMD,,2016
UEI-IMD-FL-2016-0016,2016-07-13,2016-07-18,5,Flood  ( Brahmaputra and tributaries),,"Golaghat, Jorhat, Lakhimpur, Marigaon, Sonitpur ",ASSAM,,,,,2.0,2.0,,,2 persons died & 2 others injured. ,"i) 1,87,738 population of 310 villages affected. ii) Crop land of area 16,240.47 hectares & 815 bighas affected",IMD,,2016
UEI-IMD-FL-2016-0017,2016-07-14,2016-07-14,0,Landslide,,Kamrup (M) ,ASSAM,,,,,2.0,,,,2 persons died. ,,IMD,,2016
UEI-IMD-FL-2016-0018,2016-07-21,2016-07-31,10,Flood  ( Brahmaputra and tributaries),,"Barpeta, Bongaigaon, Chirang, Darrang, Dhemaji, Dhubri, Dibrugarh, Golaghat, Goalpara, Jorhat, Kamrup, Karbi Anglong, Kokrajhar, Lakhimpur, Marigaon, Nagaon, Nalbari, Sivsagar, Sonitpur, Tinsukia ",ASSAM,,,,,22.0,,,,22 person died,"i) 18,99,470 population of 3374 villages affected.  ii) Crop land of area 2,13,251.52 hectares affected. ",IMD,,2016
UEI-IMD-FL-2016-0019,2016-01-08,2016-05-08,121,Flood  ( Brahmaputra and tributaries,,"Barpeta, Bongaigaon, Chirang, Darrang, Dhemaji, Dhubri, Dibrugarh, Golaghat, Goalpara, Jorhat, Kabri Analong, Kamrup (M), Kokrajhar, Lakhimpur, Marigaon, Nagaon, Nalbari, Sivsagar, Sonitpur, South Kamrup, Tinsukia ",ASSAM,,,,,3.0,,,229.0,"3 persons died. 8 rhinos & 221 hog deer perished in Kaziranga National Park in the district Golaghat, Nagaon","i) Cropland of area 1,00,651.71 hectares affected. ii) 11,00,618 population from 1659 villages of 21 districts affected. ",IMD,,2016
UEI-IMD-FL-2016-0020,2016-08-13,2016-08-13,0,Heavy rains (Landslide),,Guwahati,ASSAM,,,,,2.0,,,,2 persons died. ,,IMD,,2016
UEI-IMD-FL-2016-0021,2016-01-09,2016-07-09,182,Flood  ( Brahmaputra and tributaries,,"Dhemaji, Lakhimpur and Udalguri ",ASSAM,,,,,,,,,,"i)Cropland of area 1,382.53 hectares affected. ii) 24,540 population from 32 villages affected.",IMD,,2016
UEI-IMD-FL-2016-0022,2016-09-13,2016-09-16,3,Flood  ( Brahmaputra and tributaries,,Cachar  and  Dhemaji,ASSAM,,,,,,,,,Several person injured,"i) Cropland of area 1,804.36 hectares affected. ii) 950 population from 71 villages of 2 districts affected.",IMD,,2016
UEI-IMD-FL-2016-0023,2016-05-18,2016-05-18,0,Heavy Rain,,"Araria, Bhagalpur, Katihar, Kishanganj,  Lakhisarai, Madhepura,  Madhubani, Munger, Purnea, Supaul, Saharsa",BIHAR,,,,,12.0,,,,12 Person died & several othre injured,i) Damage to standing crops reported. ii) Damage to several thatched houses reported. iii) Several trees/electric poles uprooted. ,IMD,,2016
UEI-IMD-FL-2016-0024,2016-07-25,2016-07-27,2,Heavy Rain,,"Araria, Bhagalpur, Darbhanga,  Katihar, Kishanganj,  Madhepura,  Purnea, Supaul ",BIHAR,,,,,17.0,,,,17 persons died.  ,i) Damage to crops reported. ii) 17.25 lakh population of 1448 villages affected,IMD,,2016
UEI-IMD-FL-2016-0025,2016-12-08,2016-12-08,0,Heavy Rain & floods in Punpun & Falgu river,,"Gaya, Patna ",BIHAR,,,,,1.0,,,12.0,One child & 12 cattle heads washed away in falgu river of Gaya Dist. ,"Damage to the bridge on the river Punpun near Siswa Chawak, Patna reported. ",IMD,,2016
UEI-IMD-FL-2016-0026,2016-08-17,2016-08-21,4,Floods in Ganga & tributaries,,"Patna, Saran, Vaishali ",BIHAR,,,,,9.0,,,,"Total 9 persons died. Patna - 1, Saran - 7, Vaishali ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ 1 ",i) 600 acres of Paddy crops submerged. ii) Several trees/electric poles uprooted,IMD,,2016
UEI-IMD-FL-2016-0027,2016-08-23,2016-08-25,2,Heavy Rain & flood,,Parts of Bihar ,BIHAR,,,,,14.0,8.0,,,14 persons died & 8 other injured,i) Damage to Paddy crops reported. ii) Boat capsized. iii) Damage to diversion near NH-110 & road connection between Jahanabad & Arwal roads reported.,IMD,,2016
UEI-IMD-FL-2016-0028,2016-08-28,2016-08-28,0,Heavy Rain,,Bhagalpur,BIHAR,,,,,,,,,,Damage to railway track in Bhagalpur Dist. reported due to which rail traffic disrupted for at least 9 hours,IMD,,2016
UEI-IMD-FL-2016-0029,2016-08-30,2016-08-30,0,Heavy Rain & floods,,Patna,BIHAR,,,,,,,,,One girl child washed away in Patna Dist,Water logging in many areas,IMD,,2016
UEI-IMD-FL-2016-0030,2016-01-09,2016-02-09,31,Floods in Ganga & tributeries,,"Begusari, Bhojpur, Samastipur, Khagaria, Vaishali ",BIHAR,,,,,11.0,,,61.0,"Total 11 persons died. Begusari - 2, Bhojpur - 1, Samastipur - 2, Khagaria - 1, Vaishali ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ 5. Also 61 animals perished",i) 37.70 lakh people affected in different parts of the state. ii) 2029 villages innundated,IMD,,2016
UEI-IMD-FL-2016-0031,2016-03-09,2016-03-09,0,Heavy rain,,"Begusarai , Lakhisarai, Patna, Samastipur, Saran ",BIHAR,,,,,19.0,,,,"Total 19 persons died. Begusarai - 1, Lakhisarai - 1, Patna - 10, Samastipur - 1, Saran ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ 6. ",41.90 lakh people affected in different parts of the state. ,IMD,,2016
UEI-IMD-FL-2016-0032,2016-02-06,2016-03-06,29,Heavy rain,,Bastar,CHHATTISGARH,,,,,,2.0,,,2 women injured in Jamawada village in Jagdalpur tehsil.,Pandal of Kisan Mela collapsed in Jagdalpur tehsil. ,IMD,,2016
